index,source,painting_id,image_path,title,artist,top1_correct,top1_score,best_negative_score,best_negative_image_path,best_negative_title,best_negative_artist
312,armenian_local,79,data/datasets/armenian/images/our-lady-cathedral-of-ani-190.jpg,Our Lady Cathedral of Ani,Gevorg Bashinjaghian,True,1.0295149429142476,0.6323538875579834,data/datasets/armenian/images/cathedral_of_ani_1900_gevorg_bashinjaghian.JPG,Cathedral of Ani,Gevorg Bashinjaghian
316,armenian_local,80,data/datasets/armenian/images/walk-in-the-countryside-1917_Nam4CED.jpg,Walk in the Countryside,Gevorg Bashinjaghian,True,1.0291390438377856,0.7220006555318832,data/datasets/wikiart_raw/Impressionism/camille-pissarro_the-cabbage-of-pontoise-1882.jpg,the cabbage of pontoise 1882,camille pissarro
320,armenian_local,81,data/datasets/armenian/images/view-of-mount-ararat-1921.jpg,View of Mount Ararat,Gevorg Bashinjaghian,True,1.0289834521710872,0.7466512116789817,data/datasets/armenian/images/cornfield-in-an-open-armenian.jpg,Cornfield in an open Armenian,Gevorg Bashinjaghian
324,armenian_local,82,data/datasets/armenian/images/the-road-to-ararat-1897.jpg,The road to Ararat,Gevorg Bashinjaghian,True,1.0293567526340484,0.6996020121872425,data/datasets/armenian/images/dvin-excavations-1952.jpg!PinterestSmall.jpg,Dvin excavations,Martiros Sarian
328,armenian_local,83,data/datasets/armenian/images/still-life-painting-1916.jpg,Still-life painting,Gevorg Bashinjaghian,True,1.0296038024127483,0.8520685809850693,data/datasets/wikiart_raw/Post_Impressionism/paul-cezanne_still-life-pitcher-and-fruit-1894.jpg,still life pitcher and fruit 1894,paul cezanne
332,armenian_local,84,data/datasets/armenian/images/sevan-1911.jpg,Sevan,Gevorg Bashinjaghian,True,1.02939082339406,0.7046181829273701,data/datasets/wikiart_raw/Symbolism/nicholas-roerich_study-of-a-shore-1923.jpg,study of a shore 1923,nicholas roerich
336,armenian_local,85,data/datasets/armenian/images/at_hrazdan_bridge_1923_gabriel_gyurjian.JPG,At Hrazdan Bridge,Gabriel Gyurjian,True,1.029165658056736,0.5957607112824916,data/datasets/wikiart_raw/Post_Impressionism/henri-martin_the-village-at-port-collioure.jpg,the village at port collioure,henri martin
340,armenian_local,86,data/datasets/armenian/images/rocks_of_sevan_1926_gabriel_gyurjian.JPG,Rocks of Sevan,Gabriel Gyurjian,True,1.029223508089781,0.6628511895239353,data/datasets/armenian/images/early_spring_1890_gevorg_bashinjaghian.JPG,Early spring,Gevorg Bashinjaghian
344,armenian_local,87,"data/datasets/armenian/images/tsaghkadzor_landscape,1925_gabriel_gyurjian.JPG",Tsaghkadzor Landscape,Gabriel Gyurjian,True,1.02878443390131,0.6379317016899586,data/datasets/armenian/images/tillage_1918-20_hmayak_hakobian.JPG,Tillage,Hmayak Hakobian
348,armenian_local,88,data/datasets/armenian/images/thepoetvahan_tekeyan_yervand_kochar.JPG,The Poet Vahan Tekeyan,Yervand Kochar,True,1.0283942386507987,0.7098222503066063,data/datasets/armenian/images/watchman_sedrak_rashmajyan.JPG,Watchman,Sedrak Rashmajyan
352,armenian_local,89,data/datasets/armenian/images/still_life.horses_people_1930_yervand_kochar.JPG,Still Life Horses People,Yervand Kochar,True,1.0268461495637893,0.6026505427062512,data/datasets/armenian/images/negro.decorative_panel_georgy_yakulov.JPG,Negro. Decorative panel,Georgy Yakulov
